李玉刚,#genre#
欢颜(演唱会),http://em.21dtv.com/songs/60096355.mkv
会有那么一天,http://em.21dtv.com/songs/60022293.mkv
会有那么一天(演唱会),http://em.21dtv.com/songs/60022291.mkv
黑眼圈(演唱会),http://em.21dtv.com/songs/60020577.mkv
I am a king,http://em.21dtv.com/songs/60131549.mkv
Im OK,http://em.21dtv.com/songs/60130645.mkv
i wanna be with you(无原唱),http://em.21dtv.com/songs/60002680.mkv
i wish(演唱会),http://em.21dtv.com/songs/60002732.mkv
交出一切,http://em.21dtv.com/songs/60023446.mkv
记得,http://em.21dtv.com/songs/60024769.mkv
决定(演唱会),http://em.21dtv.com/songs/60024768.mkv
姐弟恋很好,http://em.21dtv.com/songs/60086631.mkv
几段情歌(演唱会),http://em.21dtv.com/songs/60022643.mkv
几分,http://em.21dtv.com/songs/60022648.mkv
嫁给我吧,http://em.21dtv.com/songs/60112883.mkv
旧居中的钢琴,http://em.21dtv.com/songs/60024513.mkv
旧居中的钢琴(演唱会),http://em.21dtv.com/songs/60024512.mkv
句句真情的话,http://em.21dtv.com/songs/60091463.mkv
教你说壮语,http://em.21dtv.com/songs/60076074.mkv
给你一些不给一些,http://em.21dtv.com/songs/60018513.mkv
机器娃娃,http://em.21dtv.com/songs/60022511.mkv
假如你还在这里,http://em.21dtv.com/songs/60098690.mkv
锦瑟流年,http://em.21dtv.com/songs/60130646.mkv
九天,http://em.21dtv.com/songs/60113697.mkv
今天的一切,http://em.21dtv.com/songs/60023843.mkv
今天你最漂亮,http://em.21dtv.com/songs/60067133.mkv
精舞门,http://em.21dtv.com/songs/60024224.mkv
讲笑(演唱会),http://em.21dtv.com/songs/60023433.mkv
今夕何夕,http://em.21dtv.com/songs/60086637.mkv
将心意尽诉,http://em.21dtv.com/songs/60023401.mkv
解药,http://em.21dtv.com/songs/60023687.mkv
见与不见,http://em.21dtv.com/songs/60023294.mkv
今夜带我飞翔,http://em.21dtv.com/songs/60023949.mkv
今夜是否想起我,http://em.21dtv.com/songs/60091461.mkv
记忆中的水彩画,http://em.21dtv.com/songs/60081943.mkv
抉择,http://em.21dtv.com/songs/60024806.mkv
剑斩沧桑,http://em.21dtv.com/songs/60126628.mkv
卷珠帘,http://em.21dtv.com/songs/60133875.mkv
空,http://em.21dtv.com/songs/60168098.mkv
快乐的真相,http://em.21dtv.com/songs/60025739.mkv
快乐老家,http://em.21dtv.com/songs/60025753.mkv
凯里亲爱的你,http://em.21dtv.com/songs/60116422.mkv
卡农的幻想,http://em.21dtv.com/songs/60132791.mkv
哭砂,http://em.21dtv.com/songs/60094950.mkv
哭砂(演唱会),http://em.21dtv.com/songs/60076281.mkv
口头缠,http://em.21dtv.com/songs/60025531.mkv
可以不可以,http://em.21dtv.com/songs/60025350.mkv
空中飞人,http://em.21dtv.com/songs/60070851.mkv
力量,http://em.21dtv.com/songs/60026903.mkv
流离半世,http://em.21dtv.com/songs/60027698.mkv
老妈,http://em.21dtv.com/songs/60080657.mkv
离人,http://em.21dtv.com/songs/60026781.mkv
零时十分,http://em.21dtv.com/songs/60027466.mkv
裂心,http://em.21dtv.com/songs/60133877.mkv
懒羊羊,http://em.21dtv.com/songs/60085351.mkv
懒羊羊当大厨,http://em.21dtv.com/songs/60098488.mkv
magic,http://em.21dtv.com/songs/60070372.mkv
making love out of nothing at all,http://em.21dtv.com/songs/60073579.mkv
迈步向前,http://em.21dtv.com/songs/60028432.mkv
矛盾(无原唱),http://em.21dtv.com/songs/60028690.mkv
牡丹红了,http://em.21dtv.com/songs/60076761.mkv
miss mama(演唱会),http://em.21dtv.com/songs/60003834.mkv
麦克疯之王,http://em.21dtv.com/songs/60097550.mkv
美丽的误会,http://em.21dtv.com/songs/60029228.mkv
没离开过,http://em.21dtv.com/songs/60096357.mkv
没离开过(演唱会),http://em.21dtv.com/songs/60028722.mkv
美丽小姑娘+世运在莫斯科+阿里巴巴,http://em.21dtv.com/songs/60092860.mkv
满满的爱,http://em.21dtv.com/songs/60116423.mkv
蒙娜丽莎的眼泪,http://em.21dtv.com/songs/60029435.mkv
猛男日记(演唱会),http://em.21dtv.com/songs/60029451.mkv
魔术show,http://em.21dtv.com/songs/60030363.mkv
明天的方向,http://em.21dtv.com/songs/60091468.mkv
每天想你一遍,http://em.21dtv.com/songs/60029067.mkv
每夜唱不停,http://em.21dtv.com/songs/60029068.mkv
每一个晚上,http://em.21dtv.com/songs/60029090.mkv
每一个晚上(演唱会),http://em.21dtv.com/songs/60029088.mkv
没有你,http://em.21dtv.com/songs/60028807.mkv
莫再悲,http://em.21dtv.com/songs/60030449.mkv
莫再悲(演唱会),http://em.21dtv.com/songs/60030448.mkv
梅子青时,http://em.21dtv.com/songs/60134069.mkv
你的花洋装,http://em.21dtv.com/songs/60168825.mkv
你的眼神,http://em.21dtv.com/songs/60076903.mkv
你的样子,http://em.21dtv.com/songs/60031675.mkv
男儿当自强,http://em.21dtv.com/songs/60030889.mkv
男儿当自强(演唱会),http://em.21dtv.com/songs/60030887.mkv
闹翻天,http://em.21dtv.com/songs/60070978.mkv
你很特别,http://em.21dtv.com/songs/60031790.mkv
你很特别(演唱会),http://em.21dtv.com/songs/60031789.mkv
你快回来,http://em.21dtv.com/songs/60080659.mkv
No Joke,http://em.21dtv.com/songs/60167787.mkv
年轻的日子,http://em.21dtv.com/songs/60032640.mkv
你是爱情的原因,http://em.21dtv.com/songs/60031990.mkv
拿手绝活(演唱会),http://em.21dtv.com/songs/60030656.mkv
你是我前世的知己,http://em.21dtv.com/songs/60032152.mkv
你是我心中的星,http://em.21dtv.com/songs/60091826.mkv
你是我最爱的名字,http://em.21dtv.com/songs/60091462.mkv
念想,http://em.21dtv.com/songs/60072255.mkv
那一定是我,http://em.21dtv.com/songs/60030809.mkv
你永远不知道,http://em.21dtv.com/songs/60132620.mkv
你在何方(演唱会),http://em.21dtv.com/songs/60032458.mkv
你在最近的天边,http://em.21dtv.com/songs/60135426.mkv
ONLY YOU+爱投落网+够了,http://em.21dtv.com/songs/60150829.mkv
opera,http://em.21dtv.com/songs/60073724.mkv
怕安静,http://em.21dtv.com/songs/60033088.mkv
漂泊的心情,http://em.21dtv.com/songs/60091469.mkv
漂鸟,http://em.21dtv.com/songs/60033494.mkv
陪你倒数,http://em.21dtv.com/songs/60067306.mkv
陪你到最后,http://em.21dtv.com/songs/60033236.mkv
拼什么,http://em.21dtv.com/songs/60033557.mkv
全城热爱,http://em.21dtv.com/songs/60067356.mkv
强出头,http://em.21dtv.com/songs/60083620.mkv
起风的黄昏,http://em.21dtv.com/songs/60081944.mkv
千面女孩,http://em.21dtv.com/songs/60034113.mkv
呛司呛司,http://em.21dtv.com/songs/60034413.mkv
情深再别提,http://em.21dtv.com/songs/60035332.mkv
圈套(演唱会),http://em.21dtv.com/songs/60035865.mkv
祈望,http://em.21dtv.com/songs/60033974.mkv
全心爱你,http://em.21dtv.com/songs/60088435.mkv
全心全意爱你,http://em.21dtv.com/songs/60088434.mkv
七月初七,http://em.21dtv.com/songs/60033796.mkv
千亿个夜晚,http://em.21dtv.com/songs/60034181.mkv
千亿个夜晚(演唱会),http://em.21dtv.com/songs/60034180.mkv
千枝针刺在心,http://em.21dtv.com/songs/60034185.mkv
千枝针刺在心(演唱会),http://em.21dtv.com/songs/60034184.mkv
让爱靠近,http://em.21dtv.com/songs/60036029.mkv
remix show(演唱会),http://em.21dtv.com/songs/60004655.mkv
如果不是因为你,http://em.21dtv.com/songs/60036780.mkv
如果还有如果,http://em.21dtv.com/songs/60081936.mkv
如果你不小心想起我,http://em.21dtv.com/songs/60091466.mkv
如果你不再爱了,http://em.21dtv.com/songs/60080660.mkv
如果有话要说,http://em.21dtv.com/songs/60036958.mkv
人海中一个你,http://em.21dtv.com/songs/60036322.mkv
人间好汉,http://em.21dtv.com/songs/60036334.mkv
日落日出,http://em.21dtv.com/songs/60036640.mkv
仍然记得个一次,http://em.21dtv.com/songs/60036584.mkv
人肉搜索,http://em.21dtv.com/songs/60077354.mkv
让我爱,http://em.21dtv.com/songs/60091471.mkv
让我闪耀,http://em.21dtv.com/songs/60165850.mkv
十八变,http://em.21dtv.com/songs/60038901.mkv
十八变(演唱会),http://em.21dtv.com/songs/60038899.mkv
说不出的告白,http://em.21dtv.com/songs/60040346.mkv
胜败之间,http://em.21dtv.com/songs/60038687.mkv
是惩罚吧,http://em.21dtv.com/songs/60077644.mkv
岁堤春晓,http://em.21dtv.com/songs/60040961.mkv
谁都看得出我比他更爱你,http://em.21dtv.com/songs/60039979.mkv
顺风车,http://em.21dtv.com/songs/60168757.mkv
随风的方向,http://em.21dtv.com/songs/60089439.mkv
十分十二寸,http://em.21dtv.com/songs/60153782.mkv
十分十二寸(无损),http://em.21dtv.com/songs/50000268.mkv
时光倒流,http://em.21dtv.com/songs/60039098.mkv
三个人的痛苦,http://em.21dtv.com/songs/60037211.mkv
shes gone(演唱会),http://em.21dtv.com/songs/60004976.mkv
show time,http://em.21dtv.com/songs/60005008.mkv
时机(无原唱),http://em.21dtv.com/songs/60039115.mkv
时间的味道,http://em.21dtv.com/songs/60039129.mkv
瞬间永恒^I Can Wait Forever,http://em.21dtv.com/songs/60100208.mkv
时空倒流,http://em.21dtv.com/songs/60039148.mkv
散了吧,http://em.21dtv.com/songs/60037388.mkv
十里桃花夜清浅,http://em.21dtv.com/songs/60103916.mkv
神秘的山旮旯,http://em.21dtv.com/songs/60121061.mkv
似梦迷离,http://em.21dtv.com/songs/60039345.mkv
生命之曲,http://em.21dtv.com/songs/60038588.mkv
谁能明白我,http://em.21dtv.com/songs/60040040.mkv
谁能明白我(演唱会),http://em.21dtv.com/songs/60040039.mkv
熟男情歌,http://em.21dtv.com/songs/60039763.mkv
少年游,http://em.21dtv.com/songs/60038147.mkv
Somebody To Love,http://em.21dtv.com/songs/60135425.mkv
双亲,http://em.21dtv.com/songs/60086843.mkv
失去你让我好心痛,http://em.21dtv.com/songs/60071115.mkv
三人行,http://em.21dtv.com/songs/60037294.mkv
谁说我不爱你,http://em.21dtv.com/songs/60113700.mkv
史泰龙(演唱会),http://em.21dtv.com/songs/60039185.mkv
summer dance(演唱会),http://em.21dtv.com/songs/60005327.mkv
谁为你,http://em.21dtv.com/songs/60040133.mkv
世外桃源,http://em.21dtv.com/songs/60100553.mkv
石像,http://em.21dtv.com/songs/60039078.mkv
水仙情,http://em.21dtv.com/songs/60040242.mkv
三心一意,http://em.21dtv.com/songs/60037354.mkv
深夜里,http://em.21dtv.com/songs/60092859.mkv
漱玉平民之歌,http://em.21dtv.com/songs/60131205.mkv
狮子吼,http://em.21dtv.com/songs/60095336.mkv
苏州河边(演唱会),http://em.21dtv.com/songs/60096359.mkv
说真话的朋友,http://em.21dtv.com/songs/60117121.mkv
水中莲,http://em.21dtv.com/songs/60040269.mkv
数字人生,http://em.21dtv.com/songs/60092857.mkv
the night we say goodbye,http://em.21dtv.com/songs/60005650.mkv
through your eyes(演唱会),http://em.21dtv.com/songs/60005788.mkv
投降吧(演唱会),http://em.21dtv.com/songs/60042896.mkv
touch my heart,http://em.21dtv.com/songs/60005901.mkv
突然心跳,http://em.21dtv.com/songs/60042938.mkv
淘汰郎,http://em.21dtv.com/songs/60041616.mkv
唐韵,http://em.21dtv.com/songs/60041504.mkv
until we meet again,http://em.21dtv.com/songs/60006024.mkv
哇,http://em.21dtv.com/songs/60091374.mkv
wa come on,http://em.21dtv.com/songs/60006078.mkv
为爱存在,http://em.21dtv.com/songs/60043799.mkv
为爱存在(演唱会),http://em.21dtv.com/songs/60043797.mkv
我不会唱歌,http://em.21dtv.com/songs/60044778.mkv
我的皇后,http://em.21dtv.com/songs/60082021.mkv
我的皇后(HD),http://em.21dtv.com/songs/10012805.mkv
我等你(无原唱),http://em.21dtv.com/songs/60045380.mkv
我等你来宜州,http://em.21dtv.com/songs/60121060.mkv
我的眼流下你的泪(演唱会),http://em.21dtv.com/songs/60045326.mkv
舞法舞天,http://em.21dtv.com/songs/60047775.mkv
when a man loves a woman,http://em.21dtv.com/songs/60006233.mkv
我还有爱,http://em.21dtv.com/songs/60045492.mkv
舞魂再现,http://em.21dtv.com/songs/60095337.mkv
我会在这里,http://em.21dtv.com/songs/60091828.mkv
舞极限,http://em.21dtv.com/songs/60071293.mkv
舞极限 爱投罗网,http://em.21dtv.com/songs/60119879.mkv
无路可退,http://em.21dtv.com/songs/60047221.mkv
万里天风伴我飞,http://em.21dtv.com/songs/60092854.mkv
我来自壮乡,http://em.21dtv.com/songs/60100556.mkv
完美世界,http://em.21dtv.com/songs/60091827.mkv
为你回来,http://em.21dtv.com/songs/60081945.mkv
为你写首歌(演唱会),http://em.21dtv.com/songs/60044003.mkv
为你自豪(演唱会),http://em.21dtv.com/songs/60044027.mkv
温柔的拒绝,http://em.21dtv.com/songs/60044358.mkv
Writings On The Wall,http://em.21dtv.com/songs/60132619.mkv
万人迷,http://em.21dtv.com/songs/60043301.mkv
为谁忙,http://em.21dtv.com/songs/60044115.mkv
为什么要在一起,http://em.21dtv.com/songs/60044104.mkv
我是一只羊,http://em.21dtv.com/songs/60112536.mkv
外套,http://em.21dtv.com/songs/60157463.mkv
未完的承诺,http://em.21dtv.com/songs/60095033.mkv
万物归巢,http://em.21dtv.com/songs/60100552.mkv
我秀故我再,http://em.21dtv.com/songs/60088437.mkv
我秀故我在(演唱会),http://em.21dtv.com/songs/60046475.mkv
我醒来你醒来,http://em.21dtv.com/songs/60046474.mkv
我要高飞,http://em.21dtv.com/songs/60084090.mkv
我有个恋爱想跟你谈下,http://em.21dtv.com/songs/60167340.mkv
我要你比谁都快乐,http://em.21dtv.com/songs/60081946.mkv
我以你自豪,http://em.21dtv.com/songs/60046657.mkv
我又相信了爱情,http://em.21dtv.com/songs/60086949.mkv
我愿意,http://em.21dtv.com/songs/60046750.mkv
我要走天涯(演唱会),http://em.21dtv.com/songs/60046604.mkv
我最亲爱的,http://em.21dtv.com/songs/60103373.mkv
我走我路,http://em.21dtv.com/songs/60046984.mkv
相爱的最后一天,http://em.21dtv.com/songs/60048600.mkv
新不了情,http://em.21dtv.com/songs/60084229.mkv
消愁,http://em.21dtv.com/songs/60164368.mkv
小丑鱼,http://em.21dtv.com/songs/60049524.mkv
相逢,http://em.21dtv.com/songs/60048637.mkv
幸福不灭,http://em.21dtv.com/songs/60051230.mkv
幸福感(演唱会),http://em.21dtv.com/songs/60068872.mkv
幸福觉醒,http://em.21dtv.com/songs/60071370.mkv
幸福啰,http://em.21dtv.com/songs/60078923.mkv
幸福啰(演唱会),http://em.21dtv.com/songs/60067675.mkv
幸福猎人,http://em.21dtv.com/songs/60051339.mkv
星光灿烂,http://em.21dtv.com/songs/60051046.mkv
星光灿烂(演唱会),http://em.21dtv.com/songs/60051045.mkv
习惯就好,http://em.21dtv.com/songs/60048069.mkv
星光下的思念,http://em.21dtv.com/songs/60061783.mkv
想回到你身边(演唱会),http://em.21dtv.com/songs/60049045.mkv
喜欢你现在的样子,http://em.21dtv.com/songs/60091465.mkv
瞎搅和(演唱会),http://em.21dtv.com/songs/60048232.mkv
小楼寒,http://em.21dtv.com/songs/60103917.mkv
想念自己,http://em.21dtv.com/songs/60088424.mkv
相亲记,http://em.21dtv.com/songs/60048694.mkv
想起昔当时,http://em.21dtv.com/songs/60065201.mkv
心上,http://em.21dtv.com/songs/60050462.mkv
学生哥,http://em.21dtv.com/songs/60051653.mkv
袖手旁观,http://em.21dtv.com/songs/60084298.mkv
想逃,http://em.21dtv.com/songs/60081938.mkv
心痛的感觉,http://em.21dtv.com/songs/60050609.mkv
小屋的风雨,http://em.21dtv.com/songs/60049788.mkv
相信自己,http://em.21dtv.com/songs/60048862.mkv
许愿池,http://em.21dtv.com/songs/60051565.mkv
写一首歌(演唱会),http://em.21dtv.com/songs/60078750.mkv
寻找起点,http://em.21dtv.com/songs/60091467.mkv
现在我这么想,http://em.21dtv.com/songs/60048526.mkv
友爱长存,http://em.21dtv.com/songs/60055050.mkv
友爱长存(演唱会),http://em.21dtv.com/songs/60055049.mkv
一辈子守候你,http://em.21dtv.com/songs/60087039.mkv
烟草香,http://em.21dtv.com/songs/60113699.mkv
雨点,http://em.21dtv.com/songs/60132611.mkv
yes i do,http://em.21dtv.com/songs/60006455.mkv
月光光,http://em.21dtv.com/songs/60122320.mkv
阳光赶快来(演唱会)(无原唱),http://em.21dtv.com/songs/60052174.mkv
一个人(演唱会),http://em.21dtv.com/songs/60052975.mkv
一个人公路,http://em.21dtv.com/songs/60168908.mkv
一个人一颗心,http://em.21dtv.com/songs/60091459.mkv
遗憾,http://em.21dtv.com/songs/60081947.mkv
诱惑的街,http://em.21dtv.com/songs/60079319.mkv
义合魂,http://em.21dtv.com/songs/60166889.mkv
烟花易冷,http://em.21dtv.com/songs/60078994.mkv
亚lam日记(演唱会),http://em.21dtv.com/songs/60051888.mkv
月亮啊月亮,http://em.21dtv.com/songs/60056377.mkv
御龙铭千古,http://em.21dtv.com/songs/60084468.mkv
御龙铭千古(演唱会),http://em.21dtv.com/songs/60079354.mkv
夜来香(无原唱),http://em.21dtv.com/songs/60052599.mkv
有没有一种爱让人不流泪,http://em.21dtv.com/songs/60055188.mkv
一起走吧,http://em.21dtv.com/songs/60053378.mkv
愿世间有青天,http://em.21dtv.com/songs/60056216.mkv
一首青春,http://em.21dtv.com/songs/60113696.mkv
缘是这样,http://em.21dtv.com/songs/60056105.mkv
一万零一夜,http://em.21dtv.com/songs/60053754.mkv
因为有你,http://em.21dtv.com/songs/60081948.mkv
因为有你(演唱会),http://em.21dtv.com/songs/60054292.mkv
有我在,http://em.21dtv.com/songs/60066543.mkv
晕眩,http://em.21dtv.com/songs/60056637.mkv
有些梦太廉价,http://em.21dtv.com/songs/60162959.mkv
游游荡荡,http://em.21dtv.com/songs/60088425.mkv
鸳鸯鸟,http://em.21dtv.com/songs/60100560.mkv
夜夜夜夜,http://em.21dtv.com/songs/60079068.mkv
一支独秀,http://em.21dtv.com/songs/60053868.mkv
宜州姑娘,http://em.21dtv.com/songs/60121058.mkv
宜州鸡蛋哥,http://em.21dtv.com/songs/60121059.mkv
一只蚊,http://em.21dtv.com/songs/60053889.mkv
在爱的路上,http://em.21dtv.com/songs/60089367.mkv
最爱是谁,http://em.21dtv.com/songs/60060106.mkv
嘴巴嘟嘟,http://em.21dtv.com/songs/60149004.mkv
这次你是真的伤了我的心(演唱会),http://em.21dtv.com/songs/60057761.mkv
做得到,http://em.21dtv.com/songs/60060698.mkv
真的汉子,http://em.21dtv.com/songs/60058095.mkv
真的汉子_大丈夫,http://em.21dtv.com/songs/60088094.mkv
真的汉子(演唱会),http://em.21dtv.com/songs/60058094.mkv
在等一个晚上,http://em.21dtv.com/songs/60057044.mkv
征服(演唱会),http://em.21dtv.com/songs/60058317.mkv
最后的风度,http://em.21dtv.com/songs/60060174.mkv
最后三天,http://em.21dtv.com/songs/60165999.mkv
壮锦飞舞,http://em.21dtv.com/songs/60100555.mkv
再见陌生人,http://em.21dtv.com/songs/60103517.mkv
只给你JUST_FOR_YOU,http://em.21dtv.com/songs/60091464.mkv
张敬轩-相对论,http://em.21dtv.com/songs/60057536.mkv
再见杨柳,http://em.21dtv.com/songs/60056911.mkv
自己主宰,http://em.21dtv.com/songs/60059712.mkv
只看着你,http://em.21dtv.com/songs/60125800.mkv
走了,http://em.21dtv.com/songs/60059715.mkv
长路漫漫伴你闯,http://em.21dtv.com/songs/60057595.mkv
醉梦前尘,http://em.21dtv.com/songs/60161949.mkv
致命伤,http://em.21dtv.com/songs/60116194.mkv
真名天子,http://em.21dtv.com/songs/60088438.mkv
最难忘的你,http://em.21dtv.com/songs/60135422.mkv
至少对你有份爱,http://em.21dtv.com/songs/60091470.mkv
至少还有我在乎,http://em.21dtv.com/songs/60058819.mkv
这是最后一夜,http://em.21dtv.com/songs/60057852.mkv
在水中央(演唱会),http://em.21dtv.com/songs/60057148.mkv
泽田研二,http://em.21dtv.com/songs/60092858.mkv
自我催眠,http://em.21dtv.com/songs/60059737.mkv
只为你唱,http://em.21dtv.com/songs/60058450.mkv
壮乡,http://em.21dtv.com/songs/60059543.mkv
真相禁区,http://em.21dtv.com/songs/60166516.mkv
真心实意,http://em.21dtv.com/songs/60081949.mkv
追忆(演唱会),http://em.21dtv.com/songs/60059548.mkv
这样爱过你,http://em.21dtv.com/songs/60057876.mkv
这一个夜(演唱会),http://em.21dtv.com/songs/60057917.mkv
这一秒我哭了,http://em.21dtv.com/songs/60057929.mkv
这一秒我哭了(演唱会),http://em.21dtv.com/songs/60057928.mkv
只有梦长,http://em.21dtv.com/songs/60058589.mkv
自已主宰,http://em.21dtv.com/songs/60088426.mkv
佐治地球40年,http://em.21dtv.com/songs/60116045.mkv
抓住一颗心,http://em.21dtv.com/songs/60059415.mkv
醉在壮乡,http://em.21dtv.com/songs/60100559.mkv

毛阿敏,#genre#
爱的旅程,http://em.21dtv.com/songs/60091550.mkv
爱情游戏,http://em.21dtv.com/songs/60008467.mkv
爱上张无忌,http://em.21dtv.com/songs/60088181.mkv
爱在平凡,http://em.21dtv.com/songs/60125844.mkv
不白活一回,http://em.21dtv.com/songs/60010988.mkv
北方飞来的天鹅,http://em.21dtv.com/songs/60010163.mkv
北京飞来的天鹅,http://em.21dtv.com/songs/60010208.mkv
不了情,http://em.21dtv.com/songs/60088179.mkv
不要问为什么,http://em.21dtv.com/songs/60094565.mkv
闯平川,http://em.21dtv.com/songs/60013203.mkv
出生地,http://em.21dtv.com/songs/60152498.mkv
大船,http://em.21dtv.com/songs/60013870.mkv
丢手绢,http://em.21dtv.com/songs/60015485.mkv
光荣与梦想(演唱会),http://em.21dtv.com/songs/60019312.mkv
呼唤(演唱会),http://em.21dtv.com/songs/60075814.mkv
海角未归人,http://em.21dtv.com/songs/60019742.mkv
回来,http://em.21dtv.com/songs/60022136.mkv
好人一生平安,http://em.21dtv.com/songs/60132667.mkv
记号,http://em.21dtv.com/songs/60075969.mkv
今宵情,http://em.21dtv.com/songs/60023935.mkv
苦是泪甜也是泪,http://em.21dtv.com/songs/60025644.mkv
渴望,http://em.21dtv.com/songs/60025368.mkv
篱笆墙的影子,http://em.21dtv.com/songs/60144277.mkv
历史的天空,http://em.21dtv.com/songs/60026907.mkv
恋寻,http://em.21dtv.com/songs/60027147.mkv
绿叶对根的情意(演唱会),http://em.21dtv.com/songs/60028195.mkv
麻辣苦涩甜酸咸,http://em.21dtv.com/songs/60028334.mkv
美满,http://em.21dtv.com/songs/60029307.mkv
没有根的花,http://em.21dtv.com/songs/60028784.mkv
梦中抓住你的心,http://em.21dtv.com/songs/60029835.mkv
女人,http://em.21dtv.com/songs/60032891.mkv
女人不是月亮,http://em.21dtv.com/songs/60032906.mkv
诺言(演唱会),http://em.21dtv.com/songs/60077041.mkv
那一刻,http://em.21dtv.com/songs/60089383.mkv
千古一爱,http://em.21dtv.com/songs/60034082.mkv
清水吟,http://em.21dtv.com/songs/60034900.mkv
人生一世,http://em.21dtv.com/songs/60036451.mkv
人之初,http://em.21dtv.com/songs/60036502.mkv
神的传说,http://em.21dtv.com/songs/60038440.mkv
四海盟约,http://em.21dtv.com/songs/60040667.mkv
思念,http://em.21dtv.com/songs/60040502.mkv
思念(演唱会),http://em.21dtv.com/songs/60040495.mkv
铁观音,http://em.21dtv.com/songs/60112051.mkv
太平歌,http://em.21dtv.com/songs/60041342.mkv
太平天国,http://em.21dtv.com/songs/60041344.mkv
投入地爱一次,http://em.21dtv.com/songs/60042899.mkv
天问,http://em.21dtv.com/songs/60072456.mkv
同一首歌,http://em.21dtv.com/songs/60042713.mkv
天之大(演唱会),http://em.21dtv.com/songs/60042319.mkv
我不想再次被情伤,http://em.21dtv.com/songs/60044892.mkv
问彩云,http://em.21dtv.com/songs/60044445.mkv
无论多久,http://em.21dtv.com/songs/60089382.mkv
晚情,http://em.21dtv.com/songs/60043235.mkv
无色花,http://em.21dtv.com/songs/60111217.mkv
我心为你燃烧,http://em.21dtv.com/songs/60163701.mkv
武则天,http://em.21dtv.com/songs/60047754.mkv
乡愁,http://em.21dtv.com/songs/60048563.mkv
幸福,http://em.21dtv.com/songs/60068875.mkv
心明曲,http://em.21dtv.com/songs/60156437.mkv
相思(演唱会),http://em.21dtv.com/songs/60062757.mkv
相思树下长相思,http://em.21dtv.com/songs/60048786.mkv
希望,http://em.21dtv.com/songs/60047977.mkv
相约在明天,http://em.21dtv.com/songs/60102432.mkv
笑在你心头,http://em.21dtv.com/songs/60049970.mkv
远方伴着你,http://em.21dtv.com/songs/60056133.mkv
永恒的诱惑,http://em.21dtv.com/songs/60054642.mkv
有梦不觉夜漫长,http://em.21dtv.com/songs/60084442.mkv
有你相伴(演唱会),http://em.21dtv.com/songs/60055236.mkv
淯水吟,http://em.21dtv.com/songs/60088180.mkv
一样的夕阳,http://em.21dtv.com/songs/60053814.mkv
永远是朋友,http://em.21dtv.com/songs/60054782.mkv
尊道贵德,http://em.21dtv.com/songs/60156436.mkv
尊道贵德(演唱会),http://em.21dtv.com/songs/60069050.mkv
烛光里的妈妈,http://em.21dtv.com/songs/60059250.mkv
真实的女人,http://em.21dtv.com/songs/60058201.mkv
自有人评说,http://em.21dtv.com/songs/60059794.mkv

毛不易,#genre#
不染,http://em.21dtv.com/songs/60152863.mkv
别再闹了,http://em.21dtv.com/songs/60167634.mkv
从无到有,http://em.21dtv.com/songs/60164800.mkv
等,http://em.21dtv.com/songs/60145325.mkv
叮咛,http://em.21dtv.com/songs/60170250.mkv
二零三(现场版),http://em.21dtv.com/songs/60143635.mkv
感觉自己是巨星,http://em.21dtv.com/songs/60143637.mkv
故乡游,http://em.21dtv.com/songs/60145322.mkv
IMAGINE,http://em.21dtv.com/songs/60145319.mkv
借,http://em.21dtv.com/songs/60158173.mkv
给你给我,http://em.21dtv.com/songs/60156434.mkv
今日我离别,http://em.21dtv.com/songs/60155067.mkv
牧马城市,http://em.21dtv.com/songs/60152864.mkv
明天的孩子们,http://em.21dtv.com/songs/60145323.mkv
那时的我们,http://em.21dtv.com/songs/60166697.mkv
南一道街,http://em.21dtv.com/songs/60158199.mkv
平凡的一天,http://em.21dtv.com/songs/60156431.mkv
青春,http://em.21dtv.com/songs/60146469.mkv
请记住我,http://em.21dtv.com/songs/60148341.mkv
如果有一天我变得很有钱,http://em.21dtv.com/songs/60156430.mkv
盛夏,http://em.21dtv.com/songs/60156433.mkv
深夜一角,http://em.21dtv.com/songs/60145324.mkv
特别鸣谢,http://em.21dtv.com/songs/60077853.mkv
无问,http://em.21dtv.com/songs/60150472.mkv
消愁,http://em.21dtv.com/songs/60156432.mkv
消愁(现场版),http://em.21dtv.com/songs/60143638.mkv
想你想你,http://em.21dtv.com/songs/60158174.mkv
像我这样的人,http://em.21dtv.com/songs/60156429.mkv
像我这样的人(现场版),http://em.21dtv.com/songs/60143636.mkv
项羽虞姬,http://em.21dtv.com/songs/60148168.mkv
哟,http://em.21dtv.com/songs/60158172.mkv
言不由衷,http://em.21dtv.com/songs/60167897.mkv
远方的风,http://em.21dtv.com/songs/60166755.mkv
一江水,http://em.21dtv.com/songs/60163573.mkv
依然向前走,http://em.21dtv.com/songs/60119062.mkv
知觉,http://em.21dtv.com/songs/60079599.mkv
在那东山顶上+消愁,http://em.21dtv.com/songs/60166754.mkv
